ID,Film Name,Date,Genres,Top Actors,Director,Writer,Creator (If writer isn't found)Book,Budget,Gross US,Gross World,Rating,Votes
tt0076245,Julia,1977,Drama,Jane Fonda | Vanessa Redgrave | Jason Robards | Maximilian Schell,Fred Zinnemann,Lillian Hellman,NotFound,[],NotFound,NotFound,NotFound," 7,1", 9969 votes
tt0109279,Black Beauty,1994,Adventure | Drama | Family,Docs Keepin Time | Alan Cumming | Sean Bean | David Thewlis,Caroline Thompson,Anna Sewell,NotFound,[],NotFound,NotFound,NotFound," 6,6", 10223 votes
tt0061255,Gentle Ben,19671969,Adventure | Drama | Family,Dennis Weaver | Clint Howard | Beth Brickell | Bruno The Bear,Gerd Oswald,Art Arthur,NotFound,[],NotFound,NotFound,NotFound," 6,5", 657 votes
tt0037988,The Picture of Dorian Gray,1945,Drama | Fantasy | Horror,George Sanders | Hurd Hatfield | Donna Reed | Angela Lansbury,Albert Lewin,Albert Lewin,NotFound,[],NotFound,NotFound,NotFound," 7,5", 13649 votes
tt0108858,Middlemarch,19941994,Drama | Romance,Douglas Hodge | Juliet Aubrey | Trevyn McDowell | Jonathan Firth,Anthony Page,Andrew Davies,NotFound,[],NotFound,NotFound,NotFound," 7,5", 2579 votes
tt0037865,Leave Her to Heaven,1945,Drama | Film-Noir | Romance,Gene Tierney | Cornel Wilde | Jeanne Crain | Vincent Price,John M. Stahl,Jo Swerling,NotFound,[],NotFound,NotFound,NotFound," 7,6", 13676 votes
tt0089308,Howling II: ... Your Sister Is a Werewolf,1985,Horror | Thriller,Christopher Lee | Annie McEnroe | Reb Brown | Marsha A. Hunt,Philippe Mora,Gary Brandner,NotFound,['The Howling II'],NotFound,NotFound,NotFound," 3,7", 7585 votes
tt0095800,The Bear,1988,Adventure | Drama | Family,Bart the Bear | Youk the Bear | Tchéky Karyo | Jack Wallace,Jean-Jacques Annaud,James Oliver Curwood,NotFound,['The Grizzly King'],NotFound,NotFound,NotFound," 7,7", 18327 votes
tt0115862,The Chamber,1996,Crime | Drama | Thriller,Chris O'Donnell | Gene Hackman | Faye Dunaway | Robert Prosky,James Foley,John Grisham,NotFound,[],"$50 000 000
","$14 551 359
","$22 540 359
", 6, 15612 votes
tt0051383,Auntie Mame,1958,Comedy | Drama | Romance,Rosalind Russell | Forrest Tucker | Coral Browne | Fred Clark,Morton DaCosta,Betty Comden,NotFound,[],NotFound,NotFound,NotFound," 7,9", 11803 votes
tt0078350,The Swarm,1978,Horror | Thriller,Michael Caine | Katharine Ross | Richard Widmark | Richard Chamberlain,Irwin Allen,Arthur Herzog III,NotFound,[],NotFound,NotFound,NotFound," 4,5", 7991 votes
tt0105450,South Central,1992,Crime | Drama,Glenn Plummer | Byron Minns | Lexie Bigham | Vincent Craig Dupree,Stephen Milburn Anderson,Stephen Milburn Anderson,NotFound,[],"$4 000 000
","$1 373 196
","$1 373 196
"," 6,8", 6302 votes
tt0119942,Primary Colors,1998,Comedy | Drama,John Travolta | Emma Thompson | Billy Bob Thornton | Kathy Bates,Mike Nichols,Joe Klein,NotFound,[],"$65 000 000
","$39 001 187
","$52 090 187
"," 6,7", 29378 votes
tt1179258,Chéri,2009,Comedy | Drama | Romance,Michelle Pfeiffer | Frances Tomelty | Tom Burke | Rupert Friend,Stephen Frears,Christopher Hampton,NotFound,[],"$23 000 000
","$2 715 657
","$9 368 242
"," 6,1", 11381 votes
tt0096725,War and Remembrance,19881989,Drama | War,Robert Mitchum | Jane Seymour | Hart Bochner | Victoria Tennant,Dan Curtis,Dan Curtis,NotFound,[],NotFound,NotFound,NotFound," 8,3", 2912 votes
tt0168740,Boredom,1998,Romance | Drama,Charles Berling | Sophie Guillemin | Arielle Dombasle | Robert Kramer,Cédric Kahn,Cédric Kahn,NotFound,[],NotFound,NotFound,NotFound, 6, 2210 votes
tt15706104,Boyfriends of Christmas Past,2021,Comedy | Fantasy | Romance,Catherine Haena Kim | Raymond Ablack | Jenna Katz | Paul Sun-Hyung Lee,Don McBrearty,Edie Grace,NotFound,[],NotFound,NotFound,NotFound, 6, 1187 votes
tt1079959,The Color of Magic,20082008,Adventure | Comedy | Fantasy,David Jason | Sean Astin | Tim Curry | Jeremy Irons,Vadim Jean,Vadim Jean,NotFound,[],NotFound,NotFound,NotFound," 6,9", 10116 votes
tt0093744,The New Adventures of Pippi Longstocking,1988,Adventure | Family | Fantasy,Tami Erin | David Seaman | Cory Crow | Eileen Brennan,Ken Annakin,Astrid Lindgren,NotFound,[],"$5 000 000
","$3 569 939
","$3 569 939
"," 5,8", 4384 votes
tt1456941,"Tomorrow, When the War Began",2010,Action | Adventure | Drama,Caitlin Stasey | Rachel Hurd-Wood | Lincoln Lewis | Deniz Akdeniz,Stuart Beattie,John Marsden,NotFound,[],"$25 000 000
","$4 936
","$16 533 595
"," 6,1", 31451 votes
tt0077234,The Big Sleep,1978,Crime | Drama | Mystery,Robert Mitchum | Sarah Miles | Richard Boone | Candy Clark,Michael Winner,Michael Winner,NotFound,[],NotFound,NotFound,NotFound," 5,7", 5066 votes
tt0067610,Pretty Maids All in a Row,1971,Comedy | Crime | Mystery,Rock Hudson | Angie Dickinson | Telly Savalas | John David Carson,Roger Vadim,Gene Roddenberry,NotFound,[],NotFound,NotFound,NotFound," 6,1", 2490 votes
tt0084314,Mazes and Monsters,1982,Adventure | Drama | Fantasy,Tom Hanks | Wendy Crewson | David Wysocki | Chris Makepeace,Steven Hilliard Stern,Tom Lazarus,NotFound,[],NotFound,NotFound,NotFound," 4,2", 3951 votes
tt1223947,The Chronicles of Narnia: The Silver Chai,NotFound,Adventure | Fantasy,NotFound,Joe Johnston,C.S. Lewis,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt0099292,The Comfort of Strangers,1990,Crime | Drama | Fantasy,Christopher Walken | Rupert Everett | Natasha Richardson | Helen Mirren,Paul Schrader,Ian McEwan,NotFound,[],NotFound,NotFound,NotFound," 6,3", 5697 votes
tt0204824,Animal Farm,1999,Comedy | Drama | Family,Kelsey Grammer | Ian Holm | Julia Louis-Dreyfus | Julia Ormond,John Stephenson,George Orwell,NotFound,[],NotFound,NotFound,NotFound, 6, 6247 votes
tt11794812,Cros,NotFound,Action | Crime | Mystery,Ryan Eggold | Isaiah Mustafa | Sharon Taylor | Siobhan Murphy,NotFound,NotFound,Ben Watkins,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound
tt0099327,A Cry in the Wild,1990,Action | Adventure | Thriller,Jared Rushton | Pamela Sue Martin | Stephen Meadows | Ned Beatty,Mark Griffiths,Gary Paulsen,NotFound,[],NotFound,NotFound,NotFound," 5,7", 1082 votes
tt0050323,Doctor at Large,1957,Comedy,Dirk Bogarde | Muriel Pavlow | Donald Sinden | James Robertson Justice,Ralph Thomas,Richard Gordon,NotFound,[],NotFound,NotFound,NotFound, 6, 841 votes
tt8521736,Flora & Ulysses,2021,Adventure | Comedy | Family,Matilda Lawler | Alyson Hannigan | Ben Schwartz | Benjamin Evan Ainsworth,Lena Khan,Brad Copeland,NotFound,[],NotFound,NotFound,NotFound," 6,2", 6323 votes
tt0064840,The Prime of Miss Jean Brodie,1969,Comedy | Drama | Romance,Maggie Smith | Robert Stephens | Pamela Franklin | Gordon Jackson,Ronald Neame,Muriel Spark,NotFound,[],NotFound,NotFound,NotFound," 7,6", 9368 votes
tt0023551,Tarzan the Ape Man,1932,Action | Adventure | Romance,Johnny Weissmuller | Neil Hamilton | C. Aubrey Smith | Maureen O'Sullivan,W.S. Van Dyke,Edgar Rice Burroughs,NotFound,[],NotFound,NotFound,NotFound, 7, 7774 votes
tt0085933,Merry Christmas Mr. Lawrence,1983,Drama | War,David Bowie | Tom Conti | Ryuichi Sakamoto | Takeshi Kitano,Nagisa Ôshima,Nagisa Ôshima,NotFound,[],NotFound,NotFound,NotFound," 7,2", 18347 votes
tt0062565,The Ghost & Mrs. Muir,19681970,Comedy | Fantasy,Hope Lange | Edward Mulhare | Reta Shaw | Harlen Carraher,NotFound,NotFound,Jean Holloway,NotFound,NotFound,NotFound,NotFound," 7,7", 1442 votes
tt0116722,Jude,1996,Drama | Romance,Christopher Eccleston | Kate Winslet | Liam Cunningham | Rachel Griffiths,Michael Winterbottom,Hossein Amini,NotFound,[],"$7 000 000
","$409 144
","$409 144
"," 6,9", 10793 votes
tt0183659,Pollock,2000,Biography | Drama,Ed Harris | Robert Knott | Molly Regan | Marcia Gay Harden,Ed Harris,Steven Naifeh,NotFound,['Jackson Pollock: An American Saga'],"$6 000 000
","$8 598 593
","$10 994 533
", 7, 28707 votes
tt7589524,Aniara,2018,Drama | Sci-Fi,Emelie Garbers | Bianca Cruzeiro | Arvin Kananian | Anneli Martini,Pella Kagerman,Pella Kagerman,NotFound,[],NotFound,NotFound,NotFound," 6,3", 9928 votes
tt0075268,Stay Hungry,1976,Comedy | Drama,Jeff Bridges | Sally Field | Arnold Schwarzenegger | R.G. Armstrong,Bob Rafelson,Charles Gaines,NotFound,[],NotFound,NotFound,NotFound," 5,6", 4674 votes
tt1821641,The Congress,2013,Animation | Drama | Sci-Fi,Robin Wright | Harvey Keitel | Sami Gayle | Jon Hamm,Ari Folman,Stanislaw Lem,NotFound,['The Futurological Congress'],"zł34 148 170
","$137 815
","$758 754
"," 6,4", 19090 votes
tt0112688,Clockers,1995,Crime | Drama | Mystery,Harvey Keitel | John Turturro | Delroy Lindo | Mekhi Phifer,Spike Lee,Richard Price,NotFound,['Clockers'],"$25 000 000
","$13 071 518
","$13 071 518
"," 6,9", 22707 votes
tt0119879,Perdita Durango,1997,Action | Crime | Horror,Rosie Perez | Javier Bardem | Harley Cross | Aimee Graham,Álex de la Iglesia,Barry Gifford,NotFound,[],NotFound,NotFound,NotFound," 6,3", 9327 votes
tt0376591,Empire Falls,20052005,Drama | Romance,Ed Harris | Philip Seymour Hoffman | Helen Hunt | Paul Newman,Fred Schepisi,Richard Russo,NotFound,[],NotFound,NotFound,NotFound," 7,2", 5993 votes
tt14599306,García!,20222022,Action | Adventure | Drama,Francisco Ortiz | Veki Velilla | Emilio Gutiérrez Caba | Francisco Reyes,Eugenio Mira,Sara Antuña,NotFound,[],NotFound,NotFound,NotFound," 5,9", 750 votes
tt0100594,The Sheltering Sky,1990,Adventure | Drama,Debra Winger | John Malkovich | Campbell Scott | Jill Bennett,Bernardo Bertolucci,Paul Bowles,NotFound,[],"$25 000 000
","$2 075 084
","$2 075 084
"," 6,7", 13137 votes
tt0388213,Loverboy,2005,Drama | Romance,Kyra Sedgwick | Dominic Scott Kay | Kevin Bacon | Blair Brown,Kevin Bacon,Hannah Shakespeare,NotFound,[],NotFound,NotFound,NotFound," 5,3", 3308 votes
tt0095525,Gandahar,1987,Animation | Adventure | Fantasy,Pierre-Marie Escourrou | Catherine Chevallier | Georges Wilson | Anny Duperey,René Laloux,René Laloux,NotFound,[],NotFound,NotFound,NotFound, 7, 5017 votes
tt0067541,Wake in Fright,1971,Drama | Thriller,Donald Pleasence | Gary Bond | Chips Rafferty | Sylvia Kay,Ted Kotcheff,Evan Jones,NotFound,[],"$800 000
","$50 394
","$218 229
"," 7,6", 12901 votes
tt0110146,Intersection,1994,Drama | Romance,Richard Gere | Sharon Stone | Lolita Davidovich | Martin Landau,Mark Rydell,David Rayfiel,NotFound,[],"$45 000 000
","$21 355 893
","$21 355 893
"," 5,3", 8696 votes
tt0056319,Fog for a Killer,1962,Crime | Drama | Mystery,David Sumner | Susan Travers | James Hayter | John Arnatt,Montgomery Tully,Maurice J. Wilson,NotFound,[],NotFound,NotFound,NotFound," 6,3", 237 votes
tt2196053,Something Like Summer,2017,Drama | Musical | Romance,Grant Davis | Davi Santos | Ben Baur | Ajiona Alexus,David Berry,Jay Bell,NotFound,[],NotFound,NotFound,NotFound, 6, 1298 votes
tt14022668,Lady in the Lak,NotFound,Drama,Natalie Portman | David Corenswet | Moses Ingram | Bianca Berry Tarantino,Alma Har'el,Briana Belser,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt0156934,Random Hearts,1999,Drama | Mystery | Romance,Harrison Ford | Kristin Scott Thomas | Charles S. Dutton | Bonnie Hunt,Sydney Pollack,Warren Adler,NotFound,[],"$64 000 000
","$31 502 583
","$74 608 570
"," 5,3", 21853 votes
tt10151054,The Quarry,2020,Crime | Mystery | Thriller,Bruno Bichir | Shea Whigham | Catalina Sandino Moreno | Anna Watt,Scott Teems,Scott Teems,NotFound,[],NotFound,NotFound,NotFound," 5,5", 3342 votes
tt2569088,The Saint,2017,Action | Adventure | Crime,Adam Rayner | Eliza Dushku | Ian Ogilvy | James Remar,Ernie Barbarash,Leslie Charteris,NotFound,[],NotFound,NotFound,NotFound," 4,9", 6825 votes
tt13186604,Uglie,NotFound,Action | Adventure | Drama,Joey King | Chase Stokes | Brianne Tju | Kelly Gale,McG,Jacob Forman,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt0430431,One Night with the King,2006,Biography | Drama | History,Tiffany Dupont | Luke Goss | John Noble | Omar Sharif,Michael O. Sajbel,Stephan Blinn,NotFound,[],"$20 000 000
","$13 395 961
","$13 728 450
", 6, 7430 votes
tt1440732,Bel Ami,2012,Crime | Drama | History,Robert Pattinson | Uma Thurman | Kristin Scott Thomas | Christina Ricci,Declan Donnellan,Guy de Maupassant,NotFound,[],NotFound,NotFound,NotFound," 5,4", 18878 votes
tt11417856,The Deer King,2021,Animation | Action | Adventure,Shin'ichi Tsutsumi | Ryoma Takeuchi | Anne Watanabe | Hisui Kimura,Masashi Ando,Nahoko Uehashi,NotFound,[],NotFound,NotFound,NotFound," 6,3", 624 votes
tt13444014,Love at First Sight,2023,Drama | Romance,Haley Lu Richardson | Jameela Jamil | Dexter Fletcher | Ben Hardy,Vanessa Caswill,Katie Lovejoy,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt0144814,The Rage: Carrie 2,1999,Drama | Horror | Sci-Fi,Emily Bergl | Jason London | Dylan Bruno | J. Smith-Cameron,Katt Shea,Stephen King,NotFound,[],"$21 000 000
","$17 762 705
","$17 762 705
"," 4,7", 16979 votes
tt1270842,Norwegian Wood,2010,Drama | Romance,Ken'ichi Matsuyama | Rinko Kikuchi | Kiko Mizuhara | Kengo Kôra,Anh Hung Tran,Haruki Murakami,NotFound,[],NotFound,NotFound,NotFound," 6,3", 12023 votes
tt0058898,Alphaville,1965,Drama | Mystery | Sci-Fi,Eddie Constantine | Anna Karina | Akim Tamiroff | Valérie Boisgel,Jean-Luc Godard,Jean-Luc Godard,NotFound,[],"$220 000
","$47 696
","$47 696
", 7, 26081 votes
tt0119889,The Phantom of the Opera,1998,Horror,Julian Sands | Asia Argento | Andrea Di Stefano | Nadia Rinaldi,Dario Argento,Gaston Leroux,NotFound,[],NotFound,NotFound,NotFound," 4,3", 5623 votes
tt0063035,The Green Berets,1968,Drama | War,John Wayne | David Janssen | Jim Hutton | Aldo Ray,Ray Kellogg,James Lee Barrett,NotFound,[],NotFound,NotFound,NotFound," 5,6", 13319 votes
tt0076200,Behind Convent Walls,1978,Drama | Romance,Ligia Branice | Howard Ross | Marina Pierro | Gabriella Giacobbe,Walerian Borowczyk,Walerian Borowczyk,NotFound,[],NotFound,NotFound,NotFound," 4,9", 1257 votes
tt19500164,Nimona,2023,Animation | Action | Adventure,Chloë Grace Moretz | Riz Ahmed | Eugene Lee Yang | Jordan Gubian,Nick Bruno,Robert L. Baird,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt19951082,Moriah's Lighthouse,2022,Comedy | Romance,Rachelle Lefevre | Luke Macfarlane | Valeria Cavalli | Serge Dupire,Stefan Scaini,Serena B. Miller,NotFound,"[""Love's Journey on Manitoulin Island: Moriah's Lighthouse""]",NotFound,NotFound,NotFound," 6,4", 702 votes
tt0119670,The Mighty,1998,Comedy | Drama,Harry Dean Stanton | Gena Rowlands | Elden Henson | Douglas Bisset,Peter Chelsom,Rodman Philbrick,NotFound,['Freak the Mighty'],NotFound,NotFound,NotFound," 7,2", 13355 votes
tt0040662,Oliver Twist,1948,Drama,Robert Newton | Alec Guinness | Kay Walsh | Francis L. Sullivan,David Lean,Charles Dickens,NotFound,[],NotFound,NotFound,NotFound," 7,8", 12940 votes
tt5503688,6 Below: Miracle on the Mountain,2017,Biography | Drama | Sport,Josh Hartnett | Mira Sorvino | Sarah Dumont | Kale Culley,Scott Waugh,Madison Turner,NotFound,[],NotFound,NotFound,NotFound," 5,7", 7880 votes
tt0097880,The Mighty Quinn,1989,Action | Crime | Drama,Denzel Washington | James Fox | Mimi Rogers | M. Emmet Walsh,Carl Schenkel,Albert Z. Carr,NotFound,['Finding Maubee'],NotFound,NotFound,NotFound, 6, 5960 votes
tt0112681,Citizen X,1995,Biography | Crime | Drama,Stephen Rea | Donald Sutherland | Max von Sydow | Jeffrey DeMunn,Chris Gerolmo,Robert Cullen,NotFound,['The Killer Department'],NotFound,NotFound,NotFound," 7,5", 20678 votes
tt15007172,Those Who Read the Hearts of Evil,2022,Crime | Drama | Mystery,Nam-gil Kim | Jin Seon-kyu | Ryeoun | Kim So-jin,Park Bo-Ram,Kwon Il-Yong,NotFound,[],NotFound,NotFound,NotFound, 8, 940 votes
tt0087756,Miss Marple: A Murder Is Announced,19851985,Crime | Drama | Mystery,Joan Hickson | Ursula Howells | Samantha Bond | Simon Shepherd,David Giles,Agatha Christie,NotFound,[],NotFound,NotFound,NotFound," 7,9", 2324 votes
tt0105622,Tokyo Decadence,1992,Drama,Miho Nikaido | Sayoko Amano | Tenmei Kano | Masahiko Shimada,Ryû Murakami,Ryû Murakami,NotFound,[],NotFound,NotFound,NotFound," 5,9", 3356 votes
tt0087428,The Hotel New Hampshire,1984,Comedy | Drama,Rob Lowe | Jodie Foster | Paul McCrane | Beau Bridges,Tony Richardson,John Irving,NotFound,[],"$7 500 000
","$5 142 858
","$5 142 858
"," 5,9", 8697 votes
tt0117372,The Preacher's Wife,1996,Comedy | Drama | Fantasy,Denzel Washington | Whitney Houston | Courtney B. Vance | Gregory Hines,Penny Marshall,Robert Nathan,NotFound,"[""The Bishop's Wife""]","$40 000 000
","$48 102 795
","$48 102 795
"," 5,7", 12873 votes
tt10540510,Inu-oh,2021,Animation | Drama | Fantasy,Avu-chan | Mirai Moriyama | Tasuku Emoto | Kenjirô Tsuda,Masaaki Yuasa,Hideo Furukawa,NotFound,['Heike monogatari: Inu-ô no kan'],NotFound,NotFound,NotFound," 7,2", 1128 votes
tt6485928,The Land of Steady Habits,2018,Comedy | Drama,Ben Mendelsohn | Natalie Gold | Thomas Mann | Schecter Lee,Nicole Holofcener,Ted Thompson,NotFound,[],NotFound,NotFound,NotFound," 6,2", 8191 votes
tt0310357,Willard,2003,Drama | Horror | Thriller,Crispin Glover | R. Lee Ermey | Laura Harring | Jackie Burroughs,Glen Morgan,Glen Morgan,NotFound,[],"$20 000 000
","$6 886 089
","$8 564 586
"," 6,1", 19892 votes
tt0114938,Wild Bill,1995,Action | Biography | Western,Jeff Bridges | Ellen Barkin | John Hurt | Diane Lane,Walter Hill,Peter Dexter,NotFound,['Deadwood'],"$30 000 000
","$2 193 982
","$2 193 982
"," 5,8", 7362 votes
tt0865554,The Informers,2008,Crime | Drama | Thriller,Jon Foster | Austin Nichols | Amber Heard | Lou Taylor Pucci,Gregor Jordan,Bret Easton Ellis,NotFound,[],"$18 000 000
","$300 000
","$382 174
"," 4,9", 17002 votes
tt1700845,The Invisible Woman,2013,Biography | Drama | History,Felicity Jones | John Kavanagh | Tom Attwood | Susanna Hislop,Ralph Fiennes,Abi Morgan,NotFound,[],NotFound,NotFound,NotFound," 6,1", 10132 votes
tt0039566,Life with Father,1947,Comedy | Family,William Powell | Irene Dunne | Elizabeth Taylor | Edmund Gwenn,Michael Curtiz,Clarence Day,NotFound,['Life with Father'],NotFound,NotFound,NotFound," 7,1", 5853 votes
tt0043067,Treasure Island,1950,Adventure | Family,Bobby Driscoll | Robert Newton | Basil Sydney | Walter Fitzgerald,Byron Haskin,Lawrence Edward Watkin,NotFound,[],NotFound,NotFound,NotFound," 6,9", 8756 votes
tt0059885,Von Ryan's Express,1965,Action | Adventure | War,Frank Sinatra | Trevor Howard | Raffaella Carrà | Brad Dexter,Mark Robson,David Westheimer,NotFound,[],NotFound,NotFound,NotFound," 7,1", 14422 votes
tt0042451,Father of the Bride,1950,Comedy | Drama | Romance,Spencer Tracy | Joan Bennett | Elizabeth Taylor | Don Taylor,Vincente Minnelli,Frances Goodrich,NotFound,[],NotFound,NotFound,NotFound," 7,1", 11854 votes
tt0100395,Postcards from the Edge,1990,Comedy | Drama,Meryl Streep | Shirley MacLaine | Dennis Quaid | Gene Hackman,Mike Nichols,Carrie Fisher,NotFound,[],"$22 000 000
","$39 071 603
","$39 071 603
"," 6,7", 18317 votes
tt0076210,The Island of Dr. Moreau,1977,Adventure | Fantasy | Horror,Burt Lancaster | Michael York | Nigel Davenport | Barbara Carrera,Don Taylor,H.G. Wells,NotFound,[],NotFound,NotFound,NotFound," 5,9", 6716 votes
tt0116095,Diabolique,1996,Drama | Horror | Mystery,Sharon Stone | Isabelle Adjani | Chazz Palminteri | Kathy Bates,Jeremiah S. Chechik,Pierre Boileau,NotFound,"[""Celle Qui N'Etait Plus""]",NotFound,NotFound,NotFound," 5,4", 14742 votes
tt8594376,Into the Labyrinth,2019,Crime | Drama | Horror,Dustin Hoffman | Toni Servillo | Valentina Bellè | Vinicio Marchioni,Donato Carrisi,Donato Carrisi,NotFound,[],NotFound,NotFound,NotFound," 5,8", 4014 votes
tt0178130,Cleopatra,19991999,Biography | Drama | Romance,Nadim Sawalha | Owen Teale | Philip Quast | Daragh O'Malley,Franc Roddam,Anton Diether,NotFound,[],NotFound,NotFound,NotFound," 6,4", 4112 votes
tt0037884,The Lost Weekend,1945,Drama | Film-Noir,Ray Milland | Jane Wyman | Phillip Terry | Howard Da Silva,Billy Wilder,Charles R. Jackson,NotFound,[],NotFound,NotFound,NotFound," 7,9", 38069 votes
tt0078326,Straight Time,1978,Crime | Drama,Dustin Hoffman | Theresa Russell | Gary Busey | Harry Dean Stanton,Ulu Grosbard,Edward Bunker,NotFound,['No Beast So Fierce'],NotFound,NotFound,NotFound," 7,4", 9196 votes
tt0434215,Flicka,2006,Adventure | Drama | Family,Tim McGraw | Maria Bello | Alison Lohman | Ryan Kwanten,Michael Mayer,Mark Rosenthal,NotFound,[],"$15 000 000
","$21 000 147
","$21 893 591
", 6, 8176 votes
tt5729304,In the Dark,20172017,Crime | Drama | Mystery,MyAnna Buring | Ben Batt | David Leon | Jamie Sives,Gilles Bannier,Mark Billingham,NotFound,[],NotFound,NotFound,NotFound," 6,8", 3095 votes
tt0086873,All of Me,1984,Comedy | Fantasy | Romance,Steve Martin | Lily Tomlin | Victoria Tennant | Madolyn Smith Osborne,Carl Reiner,Edwin Davis,NotFound,['Me Two'],NotFound,NotFound,NotFound," 6,6", 18966 votes
tt0277941,Ned Kelly,2003,Action | Adventure | Biography,Heath Ledger | Orlando Bloom | Geoffrey Rush | Naomi Watts,Gregor Jordan,Robert Drewe,NotFound,['Our Sunshine'],NotFound,NotFound,NotFound," 6,4", 27437 votes
tt12441478,Earwig and the Witch,2020,Animation | Adventure | Family,Taylor Henderson | Jazmín Abuín | JB Blanc | Tom Bromhead,Gorô Miyazaki,Diana Wynne Jones,NotFound,['Earwig and the Witch'],NotFound,NotFound,NotFound," 4,8", 4795 votes
tt10023172,Simple Passion,2020,Drama | Romance,Laetitia Dosch | Sergei Polunin | Lou-Teymour Thion | Caroline Ducey,Danielle Arbid,Danielle Arbid,NotFound,[],NotFound,NotFound,NotFound," 5,4", 755 votes
tt0893412,From Prada to Nada,2011,Action | Comedy | Drama,Camilla Belle | Alexa PenaVega | Tina French | Luis Rosales,Angel Gracia,Fina Torres,NotFound,[],NotFound,NotFound,NotFound," 5,5", 15286 votes
tt9747594,Beasts Clawing at Straws,2020,Crime | Drama | Thriller,Jeon Do-yeon | Jung Woo-sung | Sung-Woo Bae | Youn Yuh-jung,Kim Yong-hoon,Keisuke Sone,NotFound,['Waranimosugaru Kemonotachi'],NotFound,NotFound,NotFound, 7, 4949 votes
tt10545696,Maigret,2022,Crime | Drama,Gérard Depardieu | Jade Labeste | Mélanie Bernier | Aurore Clément,Patrice Leconte,Patrice Leconte,NotFound,[],NotFound,NotFound,NotFound," 5,9", 1932 votes
tt8846176,Concrete Cowboy,2020,Drama | Western,Idris Elba | Caleb McLaughlin | Lorraine Toussaint | Jharrel Jerome,Ricky Staub,G. Neri,NotFound,['Ghetto Cowboy'],NotFound,NotFound,NotFound," 6,3", 9133 votes
tt0116550,Homecoming,1996,Drama | Family,Anne Bancroft | Kimberlee Peterson | Trever O'Brien | Hanna Hall,Mark Jean,Cynthia Voigt,NotFound,['Homecoming'],NotFound,NotFound,NotFound," 7,5", 948 votes
tt1365048,3-D Sex and Zen: Extreme Ecstasy,2011,Comedy | Drama,Hiro Hayama | Leni Lan Crazybarby | Miyavi Matsunoi | Vienna Lyn,Christopher Sun,Stephen Shiu,NotFound,[],"$3 500 000
","$153 215
","$10 308 238
"," 4,2", 2808 votes
tt8255890,The Affair,2019,Drama,Carice van Houten | Hanna Alström | Claes Bang | Alexandra Borbély,Julius Sevcík,Simon Mawer,NotFound,[],NotFound,NotFound,NotFound," 5,5", 879 votes
tt0092534,Allan Quatermain and the Lost City of Gold,1986,Action | Adventure | Comedy,Richard Chamberlain | Sharon Stone | James Earl Jones | Henry Silva,Gary Nelson,H. Rider Haggard,NotFound,['Allan Quatermain'],"$13 000 000
","$3 751 699
","$3 751 699
"," 4,5", 9790 votes
tt15215918,"Before, Now & Then",2022,Drama | History,Happy Salma | Laura Basuki | Arswendy Bening Swara | Ibnu Jamil,Kamila Andini,Kamila Andini,NotFound,[],NotFound,NotFound,NotFound," 6,6", 429 votes
tt0048750,The Trouble with Harry,1955,Comedy | Mystery,Edmund Gwenn | John Forsythe | Mildred Natwick | Mildred Dunnock,Alfred Hitchcock,John Michael Hayes,NotFound,[],NotFound,NotFound,NotFound, 7, 39390 votes
tt5340300,Lean on Pete,2017,Adventure | Drama | Sport,Charlie Plummer | Amy Seimetz | Travis Fimmel | Steve Buscemi,Andrew Haigh,Andrew Haigh,NotFound,[],NotFound,NotFound,NotFound," 7,2", 13186 votes
tt0026752,Mutiny on the Bounty,1935,Adventure | Biography | Drama,Charles Laughton | Clark Gable | Franchot Tone | Herbert Mundin,Frank Lloyd,Talbot Jennings,NotFound,[],NotFound,NotFound,NotFound," 7,6", 23612 votes
tt1083845,Ballet Shoes,2007,Drama | Family | Musical,Emilia Fox | Victoria Wood | Emma Watson | Yasmin Paige,Sandra Goldbacher,Noel Streatfeild,NotFound,[],NotFound,NotFound,NotFound," 6,6", 8910 votes
tt0058371,The Moon-Spinners,1964,Adventure | Family | Mystery,Hayley Mills | Eli Wallach | Peter McEnery | Joan Greenwood,James Neilson,Michael Dyne,NotFound,[],NotFound,NotFound,NotFound," 6,5", 2796 votes
tt0064040,Army of Shadows,1969,Drama | War,Lino Ventura | Paul Meurisse | Jean-Pierre Cassel | Simone Signoret,Jean-Pierre Melville,Joseph Kessel,NotFound,[],NotFound,NotFound,NotFound," 8,1", 24269 votes
tt0039661,Nightmare Alley,1947,Drama | Film-Noir,Tyrone Power | Joan Blondell | Coleen Gray | Helen Walker,Edmund Goulding,Jules Furthman,NotFound,[],NotFound,NotFound,NotFound," 7,7", 12606 votes
tt0024264,Little Women,1933,Drama | Family | Romance,Katharine Hepburn | Joan Bennett | Paul Lukas | Edna May Oliver,George Cukor,Louisa May Alcott,NotFound,[],NotFound,NotFound,NotFound," 7,2", 7417 votes
